"","title","type","score","scored_by","members","episodes","source","start_year"
"10142","Boukentai: Mori no Yuusha","music",6.46,183,376,1,"original",2020
"10143","Kitsune Tsuki","movie",6.22,328,597,1,"original",NA
"10144","Wan Guo Zhi","ona",6.56,144,630,16,"original",2019
"10145","Koneko no Rakugaki","movie",5.76,921,1786,1,"original",1957
"10146","Stratosphera no Yousei","ova",5.7,1036,3036,3,"original",2002
"10147","Toushi Gordian","tv",6.32,250,942,73,"original",1979
"10148","Animentary: Ketsudan","tv",6.41,203,1273,25,NA,1971
"10149","Reporter Blues","tv",6.42,198,971,52,"original",1991
"10150","Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita","ona",5.86,757,1920,4,"web manga",2020
"10151","Detective Conan: Let's Try a Curious Experiment!","ova",6.14,413,2025,1,"manga",1998
"10152","Transformers: Scramble City","ova",5.78,875,1883,1,"original",1986
"10153","Kingyo Chuuihou! (Movie)","movie",6.31,256,681,1,NA,1992
"10154","Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama Specials","special",6.37,220,2240,4,"light novel",2022
"10155","Kimi no Sumu Machi","special",6.07,491,1276,1,"original",2015
"10156","Lunn wa Kaze no Naka","ova",5.99,590,1244,1,"manga",1985
"10157","Turnover","ona",5.67,1077,2464,1,"original",2015
"10158","Shin Don Chuck Monogatari","tv",6.33,242,577,73,NA,1976
"10159","Natural 2: Duo","ova",6.02,546,1709,4,"visual novel",2001
"10160","Shin-Men","tv",6.15,397,1555,13,NA,2010
"10161","Yi Guan Xing Shen","special",6.36,226,467,1,"original",2020
"10162","Noisy Birth","music",4.7,2927,4884,1,NA,NA
"10163","Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen","movie",6.42,197,628,1,NA,2006
"10164","Antinotice","music",5.81,819,1322,1,"original",2011
"10165","Felicia","music",6.43,193,490,1,"mixed media",2019
"10166","663114","movie",5.22,2075,3705,1,"original",2011
"10167","Haru Hisagi","music",6.5,164,294,1,"original",2020
"10168","Hashire! Shiroi Ookami","movie",6.22,322,1186,1,"novel",1990
"10169","Pigeon Blood","ova",5.37,1764,4551,2,"visual novel",2003
"10170","Sangokushi (1985)","special",6.28,275,920,1,NA,1985
"10171","Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?","movie",6.3,260,656,1,"other",2007
"10172","Jarinko Chie (TV)","tv",6.44,188,1024,64,"manga",1981
"10173","Wakusei Robo Danguard Ace","tv",6.18,359,1558,56,"original",1977
"10174","11eyes Picture Drama","special",5.41,1660,4971,13,"visual novel",2010
"10175","Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi","ova",6,570,1834,1,NA,1995
"10176","Gegege no Kitarou: Daikaijuu","movie",6.22,319,1093,1,NA,1996
"10177","Juntoumei Shounen","music",6.32,246,437,1,"original",2018
"10178","Hashi no Mukou","ona",5.84,768,1752,1,NA,2012
"10179","Majokko Tickle","tv",6.28,272,1203,45,NA,1978
"10180","T7S Longing for Summer Again and Again: Harukaze","music",6.25,296,1076,1,"game",2017
"10181","Jigokudou Reikai Tsuushin","ova",6.16,377,1027,1,"novel",1996
"10182","Sono Kinisasete yo: My My Mai","ova",5.78,859,2799,2,NA,1993
"10183","Neko nanka Yondemo Konai.","tv",6.02,538,1686,12,"manga",2015
"10184","Dive to Blue","music",6.09,460,857,1,"game",2016
"10185","Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film","special",6.26,286,914,1,NA,2002
"10186","Gun-dou Musashi","tv",5.62,1164,7338,26,"original",2006
"10187","Tistou Midori no Oyayubi","movie",6.6,128,754,1,"original",1990
"10188","Haha wo Tazunete Sanzenri (Movie)","movie",6.56,140,492,1,"book",NA
"10189","Matsugae wo Musubi","movie",6.56,140,401,1,"original",NA
"10190","Gekidan Nanatsu no Taizai","ona",5.6,1201,5489,13,"original",2020
"10191","A Ripple in Time","ona",6.15,384,768,1,"game",2022
"10192","Kakyuusei 2: Sketchbook","ova",5.99,573,2099,2,"visual novel",2007
"10193","Kerokko Demetan","tv",6.06,485,1204,39,NA,1973
"10194","Venus Project: Climax","tv",5.33,1817,6792,6,"game",2015
"10195","Jakusansei Million Arthur","ona",6.23,307,1671,60,"web manga",2015
"10196","VS Knight Lamune & 40 Fresh","ova",5.72,958,2482,6,"original",1997
"10197","Osomatsu-san Movie: Gekijou Koukai Kinen - Original Tanpen Gekijou","ona",6.36,219,1148,7,"manga",2019
"10198","Dungeon Meshi","ona",5.94,630,1795,2,"manga",2017
"10199","Kuiba III: Zhanshen Jue Qi","movie",6.59,130,516,1,"original",2014
"10200","A-Girl","ova",5.57,1249,3074,1,"manga",1993
"10201","Nogsaegjeoncha Hamos","tv",6.3,254,847,26,"manga",1998
"10202","Shinano Mainichi Shinbun","special",5.45,1529,3133,1,"original",2007
"10203","Koisuru Asteroid: KiraKira Zoukan-gou","ona",6.05,494,2503,12,"4 koma manga",2020
"10204","Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan","special",6.52,152,599,1,"manga",2005
"10205","Shinkansen Henkei Robo Shinkalion Z the Animation","tv",6.47,171,1081,41,"other",2021
"10206","Bakugan: Armored Alliance","tv",5.71,970,3069,52,"original",2020
"10207","Darcrows","ova",5.71,970,2776,2,"visual novel",2003
"10208","Hamster Club","tv",6.41,196,882,140,NA,2000
"10209","Down Load: Namu Amida Butsu wa Ai no Uta","ova",5.74,910,2735,1,"original",1992
"10210","Tatakae!! Ramenman","tv",6.26,280,1312,35,NA,1988
"10211","Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu","movie",6.58,132,396,1,NA,2002
"10212","Shui Naodai","special",6.01,539,1295,1,"original",2009
"10213","Battle Athletess Daiundoukai ReSTART!","tv",5.08,2281,7192,12,"original",2021
"10214","Infini-T Force Movie: Gatchaman - Saraba Tomo yo","movie",6.27,271,1835,1,"manga",2018
"10215","Yurumates 3D Plus: Natsuyasumi Maison du Wish Report","ova",6.12,414,901,1,NA,2012
"10216","Beast Wars Second Chou Seimeitai Transformers: Lio Convoy Kiki Ippatsu! Movie","movie",6.09,447,1321,1,NA,1998
"10217","God Eater Reso Nantoka Gekijou: Nagerareta Shokupan","special",5.76,871,5605,1,"game",2018
"10218","Yama Nezumi Rocky Chuck","tv",6.13,402,1362,52,NA,1973
"10219","Yume Oukoku to Nemureru 100-nin no Ouji-sama: Short Stories","ona",6.09,446,3943,10,"game",2017
"10220","Gun x Sword-san","special",5.69,1003,2977,13,NA,2005
"10221","Samurai Spirits: Haten Gouma no Shou","special",5.4,1629,3483,1,"game",1994
"10222","EDEN","music",5.55,1277,2149,1,"music",2011
"10223","Tiger & Bunny Recaps","ova",6.13,401,1676,2,NA,2012
"10224","Yodaka no Hoshi (Music)","music",5.94,623,1105,1,"music",2014
"10225","Goal Line","music",6.19,334,866,1,"original",2019
"10226","Jetter Mars","tv",6.18,345,1203,27,"original",1977
"10227","Tokyo 24-ku: Reversal Film","special",5.73,919,2531,1,"original",2022
"10228","Kiss Dum R: Meguriahi","special",6.19,333,1198,1,"original",2008
"10229","Nameko-ke no Ichizoku","ova",6.23,300,920,13,"game",2013
"10230","Yubi wo Nusunda Onna","movie",5.76,864,1867,1,"original",NA
"10231","Master of Epic: The Animation Age","tv",6.02,519,1926,12,"game",2007
"10232","Kouya no Shounen Isamu","tv",6.36,215,964,52,NA,1973
"10233","Princess Rouge","ova",5.85,728,2032,2,"original",1997
"10234","Iczer-Girl Iczelion","ova",5.67,1030,2665,2,"original",1995
"10235","Tondemo Senshi Muteking","tv",6.32,237,856,56,"original",1980
"10236","Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu","tv",6.27,268,1413,63,"game",2020
"10237","Daylight","music",6.45,177,319,1,NA,2020
"10238","Umi ni Ochita Tsuki no Hanashi","movie",6.16,362,732,1,NA,NA
"10239","Inazma Delivery: Dougyousha Attack-hen","tv",6.36,214,670,10,"original",2018
"10240","Gon","tv",5.83,749,1957,50,"manga",2012
"10241","SD Gundam Gaiden","ova",5.75,872,2756,4,"original",1990
"10242","Tamayura: More Aggressive Picture Drama","special",6.19,329,1757,1,"original",2013
"10243","Osu","movie",5.21,1996,3329,1,"original",1962
"10244","Oval x Over","movie",5.79,801,1855,1,"other",2005
"10245","Sobakasu","music",5.79,801,1833,1,"music",2015
"10246","Anisama","ona",5.81,770,2106,1,"other",2017
"10247","Attouteki Vivid Days","music",5.26,1883,3963,1,"other",2019
"10248","Careless","music",6.21,311,627,1,"original",2021
"10249","Rakushou! Hyper Doll","ova",5.7,962,2334,2,"manga",1995
"10250","Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis","movie",6.12,403,1296,1,"manga",1985
"10251","Toushinden","ova",5.28,1841,3935,2,"game",1996
"10252","Vicious","ova",5.83,743,1978,2,"manga",2001
"10253","Virus: Virus Buster Serge","tv",5.47,1428,4190,12,"game",1997
"10254","Track City","tv",6.08,448,1181,26,NA,2000
"10255","Shuten Douji","ova",5.72,919,3063,4,"manga",1989
"10256","Itsuka Aeru Kimi ni","ona",5.67,1015,2030,1,"original",2018
"10257","Hello Kitty no Alps no Shoujo Heidi","ova",6.14,377,985,1,NA,1993
"10258","Seisen Gakuin","ova",5.66,1033,3351,1,"original",2007
"10259","Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen","ova",6.36,211,642,1,"original",1985
"10260","Hana wa Saku: Touhoku ni Saku","special",5.98,558,1066,1,"original",2014
"10261","Heybot!","tv",5.96,583,2122,50,"original",2016
"10262","Kamen Rider Zero-One: Short Anime - Everyone's Daily Life","ona",6.43,181,449,5,"other",2020
"10263","Tsui no Sora","ova",2.2,3172,5146,1,"visual novel",2002
"10264","Koala Boy Kokki","tv",6.24,284,820,26,"original",1984
"10265","Idol Tenshi Youkoso Youko","tv",6.37,206,1375,43,"original",1990
"10266","Fire Emblem Heroes Book III Movie：Cohort of the Dead","special",6.25,275,680,1,"game",2019
"10267","Soukou Seiki Ysphere: Ingyaku no Sennou Kaizou","ova",5.66,1022,2423,2,"visual novel",2020
"10268","Robotan (1986)","tv",6.19,322,744,33,NA,1986
"10269","Mado wo Akete","music",6.65,109,208,1,"other",2021
"10270","Idol Memories","tv",5.37,1636,8243,12,"original",2016
"10271","No Littering","ona",3.57,3088,4407,1,"original",2012
"10272","Duel Masters Zero","tv",5.96,579,1767,24,"original",2007
"10273","Cosmos Pink Shock","ova",5.57,1183,2494,1,"original",1986
"10274","Jiu Se Lu","movie",5.99,539,1353,1,NA,NA
"10275","W'z Special","special",5.81,755,2506,1,"original",2019
"10276","Doraemon: Benkyou Heya no Tsuribori","special",6.14,371,904,1,"manga",1979
"10277","Kuro Nyago","movie",5.39,1589,3231,1,"original",1931
"10278","Battle Spirits: Kakumei no Galette","ona",6.42,184,1016,5,"card game",2020
"10279","Yuuwaku Countdown","ova",5.79,781,2849,6,"manga",1995
"10280","100% Pascal-sensei (TV)","tv",5.64,1046,2635,36,"manga",2017
"10281","Machikado no Märchen","ova",6.13,379,1743,1,"original",1984
"10282","Heart Challenger","music",6.33,221,364,1,"original",2021
"10283","Zettai Bouei Leviathan: Mini Takibi Gekijou","special",5.89,655,1944,13,"game",2013
"10284","Kimi dake no Boku de Iru kara","music",6.09,426,1041,1,"original",2016
"10285","Tactical Roar Special","special",5.83,724,1790,1,NA,2006
"10286","Kujakuou","ova",5.86,687,2548,3,"manga",1988
"10287","Calm","movie",5.73,874,1618,1,NA,NA
"10288","Rebirth","tv",5.78,790,3993,48,"card game",2020
"10289","Happiness World","music",6.41,187,308,1,"other",2022
"10290","Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama","special",5.99,531,2133,6,NA,2012
"10291","Onikiri Musume Saisen","ona",6.23,285,614,1,"original",2014
"10292","Shin Hurricane Polymar","ova",5.82,733,2041,2,NA,1996
"10293","Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama","tv",6.09,422,1331,13,"original",1999
"10294","Drifters: Kokuou-sama Goranshin","special",5.61,1077,4963,1,NA,2016
"10295","Gakkou no Kowai Uwasa: Hanako-san ga Kita!!","tv",6.18,324,1799,35,NA,1994
"10296","Ao Oni The Animation (Movie)","movie",4.13,2936,6872,1,"game",2017
"10297","Tooi Kimi ni, Boku wa Todokanai","ova",5.44,1451,3166,2,"manga",2021
"10298","Fushigi na Melmo","tv",6.19,315,1413,26,"manga",1971
"10299","Sono Me ga Mitsumeru Mono","ona",5.35,1639,4871,1,"other",2017
"10300","Da Yu Hai Tang","ona",6.11,395,1191,1,"original",2004
"10301","Mahou no Chocolate","ova",5.23,1858,3253,1,"original",2001
"10302","Jikuu Ihoujin Kyoko: Chocola ni Omakase!","ova",5.48,1347,2614,1,NA,2001
"10303","Green Dakara x Bakemono no Ko","ona",5.4,1523,3837,2,"other",2015
"10304","Hen","ova",5.13,2059,5266,2,"manga",1997
"10305","Ring of Gundam","special",5.23,1857,4605,1,"original",2009
"10306","Mamono-tachi no Kunou","ona",6.04,472,1505,12,"manga",2020
"10307","Vampiyan Kids: Pilot","special",6.04,472,1087,1,"original",NA
"10308","Mizuiro","ova",5.81,737,2372,2,"visual novel",2002
"10309","Melody","ona",5.83,711,1531,1,NA,2008
"10310","Chokkyuu Hyoudai Robot Anime: Straight Title","tv",5.75,823,2409,12,NA,2013
"10311","Adachi-ga Hara","movie",5.94,583,1498,1,"manga",1991
"10312","Kuro no Danshou","ova",5.71,893,2590,4,"visual novel",1999
"10313","Fei Ren Zai 4th Season","ona",6.59,121,536,12,"manga",2021
"10314","Gyouten Ningen Batsealer","tv",6.52,142,540,52,NA,2001
"10315","Zekkyou Gakkyuu: Tensei","special",5.42,1462,3654,2,"manga",2016
"10316","Yamatarou Kaeru","ova",6.03,477,973,1,"manga",1986
"10317","Qin Shi Ming Yue 3D: Dianying Longteng Wanli","movie",6.37,199,1067,1,"novel",2014
"10318","Mai no Mahou to Katei no Hi","special",5.86,669,1713,1,"original",2011
"10319","Honey Tokyo","ona",5.66,980,2106,1,NA,2010
"10320","Magnerobo Ga-Keen","tv",6.21,294,1111,39,"original",1976
"10321","Hanabi-chan wa Okuregachi","tv",6.13,367,2350,NA,"manga",2022
"10322","Maze☆Bakunetsu Jikuu: Hot Springs","special",6.13,366,1136,1,"manga",NA
"10323","Fastening Days 3","ona",6.15,345,668,3,"original",2017
"10324","Ensemble Stars! Recap Special","special",6.05,452,1796,1,"game",2019
"10325","Sei Dorei Gakuen 2","ova",6.05,452,1591,2,"visual novel",2022
"10326","Katarina to Manabou","ona",5.67,957,5498,9,"light novel",2020
"10327","Eien no Aselia","ova",5.38,1537,4465,2,"visual novel",2005
"10328","Romeo no Aoi Sora Specials","special",6.34,209,875,2,"novel",NA
"10329","Gundress","movie",5.43,1433,3731,1,NA,1999
"10330","Poputepipikku Specials","special",5.99,514,1963,3,"4 koma manga",2018
"10331","Wakakusa Monogatari","special",6.12,373,1089,1,"novel",1980
"10332","Time Bokan Series: Time Patroltai Otasukeman","tv",6.19,307,1021,53,NA,1980
"10333","Seirei Tsukai","movie",5.75,807,3272,1,"manga",1995
"10334","MapleStory","tv",5.24,1804,4603,25,"game",2007
"10335","Azuki-chan the Movie","movie",6.14,352,948,1,"manga",1995
"10336","Sister","music",6.21,290,524,1,"original",2016
"10337","Yumemiru Topo Gigio","tv",6.08,419,907,13,NA,1988
"10338","Douse Nakunaru dake","music",6.57,124,225,1,"original",2020
"10339","Bright: Samurai Soul","ona",5.39,1507,4372,1,"original",2021
"10340","Dou Shen Ji","ona",5.79,749,2743,12,"original",2021
"10341","Gakuen Handsome: Legend of Sexy","music",5.89,627,1389,2,"game",2016
"10342","Xinghe Zhizun","ona",6.31,225,840,45,"web novel",2021
"10343","Hoshi no Kirby: Pilot","special",5.64,996,2038,1,"game",NA
"10344","Tokyo Requiem","ova",5.72,855,2740,2,"manga",2005
"10345","Zettai Muteki Raijin-Oh (1992)","ova",6.4,184,626,4,"original",1992
"10346","Gon Movie: Gon, the Little Fox","movie",6.59,118,591,1,"book",2020
"10347","Kakushin","ona",5.95,553,1463,1,"original",2016
"10348","Jack to Mame no Ki (OVA)","ova",5.95,553,1214,1,NA,NA
"10349","Wei Wo Du Shen","ona",6.28,241,935,50,"novel",2021
"10350","Jib","movie",6.46,160,596,1,NA,2011
"10351","Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime","ona",5.97,529,1856,1,"game",2016
"10352","Ulibyeol Ilhowa Eollugso","movie",5.81,712,1715,1,NA,2014
"10353","Puso Ni Comi: Okawari","ona",6.43,171,798,26,"web manga",2020
"10354","Polaris","music",6.49,149,278,1,"original",2013
"10355","Mochibei","movie",2.98,2896,4083,1,"original",NA
"10356","Zeno: Kagirinaki Ai ni","movie",6.4,183,722,1,NA,1999
"10357","Suzakinishi The Animation","tv",5.4,1456,4956,12,"radio",2015
"10358","Ushichichi Tabehoudai! The Animation","ona",5.53,1185,2556,1,"manga",2020
"10359","Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken","special",6.29,234,894,1,NA,2000
"10360","Yuki no Taiyou Pilot","special",5.38,1501,2870,1,"manga",NA
"10361","Shaonian Jinyiwei","ona",6.32,215,901,13,"original",2017
"10362","Sekai Meisaku Douwa: Oyayubi Hime","movie",6.1,385,936,1,NA,1978
"10363","Hidamari Sketch x 365 Recap","special",6.2,291,1219,1,"4 koma manga",2009
"10364","""Eiji""","movie",5.59,1057,2521,1,"manga",1990
"10365","Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Seton Tankentai! Sumidagawa no Chikai - Omoide no Shiroi Kujira wo Sagase!","special",6.64,105,484,2,"manga",2007
"10366","Nebula feat. Hatsune Miku","music",5.54,1163,1955,1,NA,2009
"10367","Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors","movie",5.88,624,2134,1,"original",2010
"10368","Yomigaeru Sora Pilot","special",6.1,383,1017,1,"original",2006
"10369","Gakuen Tokusou Hikaruon","ova",5.52,1201,2669,1,"original",1987
"10370","Black Jack: Karte NG Extras","special",6.07,418,1298,1,NA,2007
"10371","Hatsukoi","ova",5.81,702,2613,2,"visual novel",2004
"10372","Peeping Life TV: Season 1??","tv",5.68,906,2431,12,NA,2015
"10373","Manga Nippon Mukashibanashi (1976)","tv",6.08,409,1365,1471,NA,1976
"10374","Shin Dousei Jidai: Hawaiian Breeze","ova",6.2,288,883,1,NA,1992
"10375","Kasumin","tv",6.41,177,985,26,NA,2001
"10376","Afro-Ken","ova",5.19,1856,3277,1,"other",2001
"10377","Kakumei no Wakaki Sora","ova",6.33,208,620,1,NA,NA
"10378","Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""","ova",6.38,188,844,1,"original",1985
"10379","Sailor Victory","ova",5.81,699,1776,2,"original",1995
"10380","Doraemon: Nobita to Mirai Note","ova",6.08,405,1046,1,NA,NA
"10381","Saga-ken wo Meguru Animation","movie",6.04,443,1914,4,"original",2016
"10382","Choujin Locke: Lord Leon","ova",6.06,422,1295,3,"manga",1989
"10383","Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi","ova",6.17,311,1119,4,"novel",1993
"10384","Molly Star-Racer","music",5.63,982,1663,1,NA,NA
"10385","Kiko-chan Smile","tv",6.33,207,1090,51,"manga",1996
"10386","Detective Conan: City Exploration! Get the Animal Mark!","ova",6.11,367,1894,1,NA,2003
"10387","Big Wars: Kami Utsu Akaki Kouya ni","ova",5.46,1313,2775,1,"novel",1993
"10388","Shikatte Ingo: Misaki Shunin no Buka Kyouiku-hen","ova",5.56,1085,3052,1,"original",2010
"10389","Mo Ri Shu Guang","ona",6.08,402,4773,20,"novel",2018
"10390","Maid of the Dead","ona",4.13,2734,4073,1,"original",2013
"10391","Mikagura Tanteidan","ova",5.89,605,2060,3,"visual novel",2004
"10392","Unbalance","ova",5.74,788,2450,3,"visual novel",2002
"10393","Lupin VIII","special",5.58,1050,3395,1,NA,2012
"10394","Himitsukessha Taka no Tsume","tv",6.18,301,1066,11,"original",2006
"10395","Gebäude Bäude","tv",6.1,375,1074,10,"original",2020
"10396","Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!","movie",6.38,186,501,1,NA,2004
"10397","Abashiri Ikka","ova",5.33,1573,4276,4,"manga",1991
"10398","21 Emon","tv",6.23,260,891,39,NA,1991
"10399","_Summer Specials","special",5.35,1518,3155,2,"visual novel",2006
"10400","Megami Kyouju","ova",5.63,971,2781,2,"original",2003
"10401","Yami no Shihosha Judge","ova",5.32,1588,3443,1,"manga",1991
"10402","gdgd Fairies Movie: tte Iu Eiga wa Dou kana...?","movie",6.19,290,860,1,"original",2014
"10403","Chou Tokkyuu Hikarian","tv",6.18,299,760,156,NA,1997
"10404","Saint Seiya: Gold Saints Data File","special",6.09,382,1452,3,"manga",2006
"10405","The Urotsuki","ova",5.65,934,3732,3,NA,2002
"10406","Melty Lancer","ova",5.87,615,2062,6,"game",1999
"10407","Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo","tv",5.26,1677,5342,12,"original",2012
"10408","Gall Force: New Era","ova",5.71,826,2153,2,"original",1991
"10409","Ookami Kodomo no Ame to Yuki x House Shokuhin Stew CM","special",5.53,1135,4225,1,"original",2012
"10410","Life no Color","movie",5.54,1117,2456,1,NA,2003
"10411","Hello Kitty no Stump Village","tv",6.16,314,857,26,NA,NA
"10412","Seijuuki Cyguard","ova",5.24,1708,4050,1,"original",1989
"10413","Hanappe Bazooka","ova",5.41,1385,3180,1,"manga",1992
"10414","Nanami-chan","tv",5.97,507,1276,12,NA,2004
"10415","Hininden: Gauss","ova",5.7,841,2325,1,"original",2005
"10416","Koukaku Kidoutai: Ghost Chaser","movie",6.24,251,2347,1,"manga",2018
"10417","Personal Computer Travel Tanteidan","tv",6.1,368,1104,26,"original",1983
"10418","Fastening Days 4","ona",6.17,302,603,3,"original",2019
"10419","Shin Kujakuou","ova",5.84,640,2070,2,NA,1994
"10420","Akai Shouzou: Char, Soshite Frontal e","special",6.05,420,1853,1,NA,2010
"10421","Hajime Ningen Gon","tv",6.16,310,686,39,"manga",1996
"10422","Zhandou Wang Zhi Jufeng Zhan Hun 2","tv",6.26,239,508,40,"original",2013
